"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"TAPER PYRAMID","Swim","500 swim 400 = 4x100 swim 300 easy 200 = 4 x 25 w/30"" rest 100 Catch-up/back/breast/free","0.5","1371.59997558594","2022-04-28","","1371.59997558594","","","","","0.5","0.761999986436632","","","","","","","","0.88","34.1","","","","","","","","","","","","","","","","","","","","","",""
"Easy Ride","Bike","Zone 1 recovery ride","0.666666666666667","","2022-04-29","","15043.1396484375","104","479","265.211","","0.701111137866974","5.96000003814697","","61","","133","162","","","0.608136289877475","25.65","3","33","5","0","0","","","","","","18","18","3","1","1","1","0","0","","","",""
"REST DAY","Day Off","","","","2022-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2022-05-01","","1553.08996582031","","","","","0.493739455938339","0.874000012874603","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2022-05-01","","222.539993286133","","","","","0.0638941675424576","0.967000007629395","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-05-01","","39373.73046875","186","452","838.312","","1.25605022907257","8.70800018310547","","78","","72","72","","","0.958167004949082","114.8","69","0","0","0","0","","","","","","3","3","11","13","21","19","6","1","","","",""
"Transition","Other","","","","2022-05-01","","241.350006103516","0","0","","","0.038700558245182","1.73199999332428","","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-05-01","","9637.4501953125","","","","","1.0332555770874","2.59100008010864","","79","","72","72","","","0.861117209282368","84.93","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-05-01","","38770.609375","187","437","826.859","","1.22916662693024","8.76200008392334","","79","","71","72","","","0.960104147840786","112.78","74","0","0","0","0","","","","","","3","2","10","14","23","19","5","1","","","",""
"RECOVERY FROM RACE - WEEK","Day Off","","","","2022-05-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECOVERY","Day Off","","","","2022-05-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EASY SWIM w/KICK SETS","Swim","Recovery","","","2022-05-03","","1463.0400390625","","","","","0.572367501788669","0.709524752212658","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-05-04","---------","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.7","","2022-05-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count * ----------- 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 4 X 100 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 w/15"" rest 200= mix stroke warm down","","1920.23999023438","2022-05-05","","1828.80004882813","","","","","0.680938613679674","0.742810742822147","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-05-06","---------","25591.009765625","103","400","429.281","","1.15555560588837","6.15199995040894","","62","","130","163","","","0.615795821254714","43.78","17","36","16","0","0","","","","","","32","24","9","2","1","1","0","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.25","","2022-05-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2","","2022-05-08","---------","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REST DAY","Day Off","","","","2022-05-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3-Mile Tempo","Run","Warm up 2 miles easy --------------- 3 miles continuous @ tempo/Z3 15K race pace --------------- Warm down with 1 mile easy","1.14861111111111","9655.689453125","2022-05-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-05-10","","22599.150390625","112","345","402.355","","0.990833342075348","6.33599996566772","","62","","126","157","","","0.674999571996247","44.94","18","30","12","0","0","","","","","","24","17","10","5","3","2","0","0","","","",""
"3 x 10' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 3 x 10' @ 88-95% of FTP w/3 min easy spin between reps","1.25","","2022-05-11","","25452.630859375","123","289","551.848","","1.24444448947906","5.68100023269653","","59","","139","177","","","0.7516282984951","69.69","14","23","30","8","0","","","","","","27","13","11","10","11","4","1","0","","","",""
"FARTLEK HILL RUN - Z2/Z4","Run","W/U 10min-15min easy. . Main Set: . Mixed Hilly Terrain, soft surfaces if possible @ z2 & z4 effort, just under 10km race pace effort but in an unstructured way, run 50% on 50% off with on periods ranging between 1min and 5min in duration, . W/D 5-10min Easy","0.75","","2022-05-12","Hills should be not too steep. Trails would be great. Remember to go easy on the down hill sections so that you do not over stress your legs.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWEETSPOT/TEMPO 6'/10'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 3X 6' @ SweetSpot straight into 8' @ Zone 3 --------- Warm down @ Zone 2","1.5","","2022-05-13","","26912.5703125","114","406","647.134","","1.58166670799255","4.72599983215332","","56","","140","173","","","0.709162646775594","79.73","21","21","38","15","0","","","","","","37","19","20","11","6","2","1","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.33333333333333","","2022-05-14","","10550.83984375","","","","","1.3885064125061","2.11100006103516","","75","","138","154","","","0.701862098520768","76.4","83","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"FATIGUE RESISTANCE SWEET SPOT 12'","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: iLevel 2 CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs --------- MS: 1 x 70 Min Endurance Ride TARGET:Endurance (iLevel 2) CADENCE: Target 5 RPM higher then self selected ----- MS2: 12 Min Sweet Spot Interval (SSI) straight into 12 Min Z2 Endurance ------- CD: Cool Down 5-15 minutes TARGET: iLevel 1 CADENCE: small chain ring","2","","2022-05-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-05-16","","2176","","","","","0.615457226700253","0.981949458483754","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3-Mile Tempo","Run","Warm up 2 miles easy --------------- 3 miles continuous @ tempo/Z3 15K race pace --------------- Warm down with 1 mile easy","1.14861111111111","9655.689453125","2022-05-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-05-17","","2160","","","","","0.573363336986966","1.04549854791868","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3 x 12' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 3 x 12' @ 88-95% of FTP w/3 min easy spin between reps","1.08333333333333","","2022-05-18","","37907.94140625","","","","","1.99960088729858","5.26599979400635","","","","135","169","","","0.656446172322722","97.13","18","57","42","3","0","","","","","","","","","","","","","","","","",""
"FARTLEK HILL RUN - Z2/Z4","Run","W/U 10min-15min easy. . Main Set: . Mixed Hilly Terrain, soft surfaces if possible @ z2 & z4 effort, just under 10km race pace effort but in an unstructured way, run 50% on 50% off with on periods ranging between 1min and 5min in duration, . W/D 5-10min Easy","0.75","","2022-05-19","Hills should be not too steep. Trails would be great. Remember to go easy on the down hill sections so that you do not over stress your legs.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2 x 8' Over/Under 2' @ 90% FTP & 2' @ 105% FTP-","Bike","Warm up: 25 min Zone 1 moving to Zone 2 -------------- Main Set: (25 min) 2 x 12' Over-Under intervals as 2' @ 90% FTP & 2' @ 105% FTP w/5 min recovery spin between 12 min reps. -------------- Easy spin for 5 min then solid Zone 2 for 10 min. Warm down with easy spin.","1.25","","2022-05-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.33333333333333","","2022-05-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2","","2022-05-22","---------","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-05-23","","21608.560546875","108","478","425.589","","1.09027779102325","5.50500011444092","","59","","124","159","","","0.688636007320914","51.25","22","35","8","0","0","","","","","","31","17","10","4","3","1","1","1","","","",""
"Cycling","Bike","","","","2022-05-24","","35805.30078125","123","408","665.563","","1.49527776241302","6.65199995040894","","64","","135","179","","","0.721107050649645","77.48","10","48","29","3","0","","","","","","29","26","16","9","7","3","1","1","","","",""
"3 x 12' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 3 x 12' @ 88-95% of FTP w/3 min easy spin between reps","1.08333333333333","","2022-05-25","","24304.75","123","471","499.198","","1.11777782440186","6.03999996185303","","61","","137","166","","","0.74750485477495","61.97","12","23","26","6","0","","","","","","25","11","10","10","9","3","1","0","","","",""
"FATIGUE RESISTANCE SWEET SPOT 2X10'","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: iLevel 2 CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs --------- MS: 1 x 70 Min Endurance Ride TARGET:Endurance (iLevel 2) CADENCE: Target 5 RPM higher then self selected ----- MS2: 2 x 10 Min Sweet Spot Interval ------- CD: Cool Down 5-15 minutes TARGET: iLevel 1 CADENCE: small chain ring","2","","2022-05-29","","22097.189453125","107","535","449.08","","1.15388894081116","5.31899976730347","","62","","136","168","","","0.656539131278058","49.26","5","42","20","3","0","","","","","","33","20","8","3","3","2","1","1","","","",""
"2 x 8' Over/Under 2' @ 90% FTP & 2' @ 105% FTP-","Bike","Warm up: 25 min Zone 1 moving to Zone 2 -------------- Main Set: (25 min) 2 x 12' Over-Under intervals as 2' @ 90% FTP & 2' @ 105% FTP w/5 min recovery spin between 12 min reps. -------------- Easy spin for 5 min then solid Zone 2 for 10 min. Warm down with easy spin.","1.25","","2022-05-29","","51485.28125","119","610","878.002","","2.02555561065674","7.06099987030029","","64","","133","172","","","0.76474700519853","119.06","25","62","24","11","0","","","","","","49","23","17","8","9","7","6","4","","","",""
"VO2 Max 3 x 3'","Bike","20 ' warmup 5' @ 100 FTP (zone 4) 5' easy 3 x 3' @ zone 5 power (104-113% FTP) w/3' rest interval","0.9","","2022-05-31","","23202.33984375","126","447","449.668"," *06/07/2022 Geoffrey Chandler: It looks like this went ok?* *06/07/2022 Quincy Wofford: I think so. No issues*","0.989166676998138","6.51599979400635","","66","","137","180","","","0.834042410073229","68.53","11","30","7","13","0","","","","","","23","23","1","1","2","6","4","1","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1.33333333333333","","2022-06-02","Feel free to vary effort somewhat on a rolling course and use Normalized Average Power instead of Average Power.","33382.4296875","119","407","609.854","","1.40750002861023","6.58799982070923","","60","","141","174","","","0.71426724807505","71.98","5","33","38","8","0","","","","","","29","25","17","7","5","2","1","1","","","",""
"Running","Run","","","","2022-06-02","","3399.02001953125","","","","","0.458363622426987","2.05999994277954","","61","","144","177","","","0.815869060437209","33.12","18","1","4","5","0","0","0","","","","","","","","","","","","","","",""
